iid,gender,age,date,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr_want,sinc_want,intel_want,fun_want,amb_want,shar_want,attr_self,sinc_self,fun_self,intel_self,amb_self,pid,age_partner,int_corr,samerace,attr_partner,sinc_partner,intel_partner,fun_partner,amb_partner,shar_partner,prob,dec
173,1,22.0,4.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,7.0,9.0,9.0,9.0,9.0,155.0,27.0,-0.13,1,6.0,7.0,7.0,8.0,7.0,5.0,5.0,1
173,1,22.0,4.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,7.0,9.0,9.0,9.0,9.0,156.0,30.0,-0.15,0,7.0,7.0,7.0,7.0,7.0,6.0,5.0,1
173,1,22.0,4.0,10.0,8.0,9.0,6.0,5.0,6.0,7.0,4.0,8.0,7.0,4.0,5.0,6.0,9.0,10.0,3.0,6.0,18.37,18.37,20.41,20.41,16.33,6.12,7.0,9.0,9.0,9.0,9.0,157.0,28.0,0.49,0,7.0,8.0,8.0,8.0,8.0,7.0,6.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,184.0,34.0,0.34,0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,186.0,24.0,0.35,1,5.0,5.0,6.0,6.0,6.0,6.0,6.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,187.0,26.0,0.71,0,5.0,5.0,5.0,5.0,5.0,7.0,8.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,188.0,21.0,0.51,0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,189.0,27.0,0.22,0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,190.0,25.0,0.21,0,5.0,5.0,6.0,6.0,6.0,6.0,8.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,191.0,28.0,0.32,0,5.0,6.0,5.0,7.0,7.0,6.0,8.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,192.0,24.0,-0.03,0,6.0,5.0,6.0,7.0,7.0,7.0,8.0,1
174,0,29.0,5.0,5.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,6.0,8.0,4.0,6.0,5.0,9.0,9.0,6.0,5.0,9.52,23.81,16.67,16.67,16.67,16.67,9.0,10.0,8.0,8.0,6.0,193.0,25.0,0.37,1,6.0,5.0,6.0,7.0,7.0,7.0,8.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,184.0,34.0,0.41,0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,185.0,25.0,0.56,0,2.0,7.0,7.0,5.0,7.0,2.0,7.0,0
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,186.0,24.0,0.48,0,2.0,8.0,8.0,7.0,8.0,6.0,7.0,0
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,187.0,26.0,0.45,0,4.0,6.0,7.0,7.0,6.0,7.0,5.0,0
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,188.0,21.0,0.43,0,4.0,7.0,7.0,7.0,7.0,7.0,6.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,189.0,27.0,0.1,1,4.0,7.0,7.0,6.0,6.0,7.0,7.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,190.0,25.0,0.05,0,7.0,8.0,7.0,7.0,5.0,7.0,7.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,191.0,28.0,0.65,0,1.0,7.0,8.0,8.0,8.0,8.0,8.0,1
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,192.0,24.0,0.05,0,1.0,5.0,7.0,8.0,7.0,8.0,5.0,0
175,0,23.0,3.0,8.0,2.0,6.0,8.0,7.0,7.0,3.0,3.0,6.0,6.0,5.0,6.0,5.0,6.0,9.0,5.0,3.0,12.24,20.41,16.33,14.29,20.41,16.33,7.0,10.0,8.0,8.0,9.0,193.0,25.0,0.39,0,4.0,6.0,7.0,6.0,7.0,7.0,7.0,1
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,184.0,34.0,0.48,0,7.0,7.0,8.0,6.0,7.0,5.0,3.0,1
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,185.0,25.0,0.16,1,6.0,5.0,6.0,6.0,7.0,4.0,2.0,0
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,186.0,24.0,0.5,1,7.0,8.0,7.0,6.0,5.0,6.0,5.0,1
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,187.0,26.0,0.44,0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,0
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,188.0,21.0,0.43,0,7.0,5.0,6.0,8.0,6.0,4.0,2.0,0
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,189.0,27.0,-0.05,0,6.0,7.0,7.0,5.0,5.0,3.0,1.0,0
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,190.0,25.0,-0.34,0,8.0,7.0,6.0,8.0,6.0,2.0,2.0,0
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,191.0,28.0,0.32,0,8.0,6.0,7.0,8.0,7.0,6.0,5.0,1
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,192.0,24.0,-0.47,0,8.0,7.0,9.0,6.0,7.0,7.0,4.0,1
176,0,28.0,6.0,7.0,6.0,5.0,10.0,10.0,9.0,7.0,4.0,4.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,3.0,13.04,21.74,19.57,17.39,15.22,13.04,6.0,9.0,7.0,8.0,6.0,193.0,25.0,0.4,1,7.0,8.0,8.0,6.0,7.0,6.0,5.0,1
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,184.0,34.0,0.07,1,5.0,7.0,7.0,5.0,6.0,5.0,5.0,1
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,185.0,25.0,0.31,0,2.0,3.0,3.0,3.0,5.0,2.0,2.0,0
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,186.0,24.0,-0.06,0,2.0,6.0,7.0,2.0,4.0,2.0,5.0,0
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,188.0,21.0,-0.13,1,1.0,6.0,6.0,3.0,4.0,2.0,5.0,0
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,189.0,27.0,0.05,0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,0
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,190.0,25.0,-0.03,1,6.0,7.0,7.0,8.0,8.0,3.0,5.0,1
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,191.0,28.0,0.14,1,7.0,7.0,7.0,6.0,8.0,7.0,6.0,1
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,192.0,24.0,0.07,1,7.0,7.0,8.0,8.0,8.0,7.0,6.0,1
177,0,22.0,5.0,5.0,9.0,6.0,8.0,6.0,4.0,2.0,3.0,7.0,9.0,7.0,6.0,7.0,3.0,4.0,5.0,1.0,15.09,16.98,16.98,16.98,18.87,15.09,9.0,9.0,8.0,9.0,9.0,193.0,25.0,0.58,0,5.0,7.0,7.0,6.0,7.0,5.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,184.0,34.0,0.38,0,3.0,7.0,6.0,4.0,6.0,7.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,185.0,25.0,0.41,0,4.0,6.0,6.0,5.0,6.0,6.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,186.0,24.0,0.36,0,4.0,8.0,7.0,6.0,6.0,7.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,187.0,26.0,0.41,0,4.0,8.0,7.0,6.0,6.0,7.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,188.0,21.0,0.46,0,4.0,8.0,7.0,6.0,7.0,6.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,189.0,27.0,0.13,0,4.0,8.0,7.0,5.0,7.0,7.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,190.0,25.0,0.22,0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,1
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,191.0,28.0,0.45,0,4.0,7.0,6.0,4.0,6.0,5.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,192.0,24.0,-0.02,0,6.0,6.0,6.0,6.0,5.0,4.0,5.0,0
179,0,30.0,6.0,5.0,5.0,10.0,10.0,7.0,7.0,5.0,1.0,7.0,10.0,1.0,8.0,8.0,7.0,9.0,10.0,9.0,19.15,21.28,17.02,17.02,12.77,12.77,8.0,10.0,6.0,8.0,10.0,193.0,25.0,0.41,0,5.0,7.0,7.0,8.0,8.0,7.0,5.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,184.0,34.0,0.24,0,7.0,8.0,7.0,8.0,7.0,6.0,8.0,1
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,185.0,25.0,0.16,1,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,186.0,24.0,0.34,1,6.0,7.0,7.0,5.0,5.0,6.0,7.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,187.0,26.0,-0.4,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,188.0,21.0,-0.07,0,7.0,8.0,8.0,7.0,8.0,5.0,7.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,189.0,27.0,-0.27,0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,190.0,25.0,0.13,0,8.0,7.0,7.0,8.0,7.0,6.0,7.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,191.0,28.0,0.13,0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,0
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,192.0,24.0,0.02,0,9.0,8.0,8.0,9.0,8.0,9.0,7.0,1
180,0,24.0,4.0,7.0,7.0,5.0,9.0,5.0,5.0,8.0,5.0,9.0,6.0,7.0,9.0,9.0,7.0,8.0,9.0,7.0,15.38,17.31,17.31,19.23,13.46,17.31,9.0,9.0,10.0,9.0,9.0,193.0,25.0,0.15,1,7.0,7.0,7.0,8.0,6.0,5.0,6.0,0
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,184.0,34.0,0.43,0,8.0,9.0,8.0,9.0,10.0,7.0,7.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,185.0,25.0,0.62,0,6.0,8.0,9.0,6.0,10.0,6.0,6.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,186.0,24.0,0.44,0,8.0,8.0,9.0,7.0,9.0,7.0,7.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,187.0,26.0,0.38,0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,188.0,21.0,0.4,0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,189.0,27.0,-0.22,0,5.0,10.0,8.0,8.0,9.0,4.0,4.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,190.0,25.0,-0.18,0,5.0,5.0,6.0,10.0,5.0,4.0,4.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,191.0,28.0,0.16,0,8.0,9.0,8.0,8.0,8.0,4.0,5.0,1
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,192.0,24.0,-0.3,0,6.0,4.0,4.0,9.0,5.0,9.0,5.0,0
181,0,22.0,5.0,3.0,6.0,5.0,9.0,9.0,9.0,6.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,15.38,19.23,19.23,17.31,17.31,11.54,9.0,9.0,9.0,9.0,9.0,193.0,25.0,0.54,0,8.0,8.0,9.0,8.0,9.0,9.0,7.0,1
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,184.0,34.0,-0.34,0,7.0,8.0,8.0,8.0,9.0,8.0,6.0,1
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,185.0,25.0,0.42,0,7.0,7.0,8.0,9.0,8.0,8.0,6.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,186.0,24.0,0.56,0,6.0,8.0,10.0,9.0,10.0,8.0,6.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,187.0,26.0,0.07,0,6.0,8.0,9.0,8.0,9.0,9.0,8.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,188.0,21.0,0.1,0,1.0,7.0,8.0,9.0,10.0,9.0,6.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,189.0,27.0,-0.22,0,6.0,8.0,8.0,8.0,9.0,8.0,6.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,190.0,25.0,0.01,0,7.0,8.0,9.0,9.0,9.0,8.0,6.0,0
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,191.0,28.0,-0.12,0,9.0,9.0,9.0,9.0,9.0,8.0,6.0,1
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,192.0,24.0,0.33,0,8.0,9.0,9.0,9.0,9.0,8.0,6.0,1
182,0,22.0,4.0,5.0,6.0,2.0,8.0,3.0,2.0,1.0,4.0,1.0,7.0,8.0,2.0,6.0,4.0,10.0,8.0,1.0,16.07,17.86,17.86,17.86,17.86,12.5,8.0,8.0,8.0,8.0,10.0,193.0,25.0,0.53,0,5.0,8.0,9.0,9.0,9.0,6.0,6.0,0
183,0,24.0,7.0,9.0,6.0,8.0,9.0,8.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,10.0,8.0,1.0,20.0,22.5,17.5,22.5,10.0,7.5,9.0,7.0,9.0,9.0,7.0,184.0,34.0,0.28,1,8.0,9.0,9.0,7.0,6.0,9.0,9.0,1
